artists,popularity,genres
The Vines,50,"['alternative rock', 'dance-punk', 'garage rock', 'modern rock', 'new rave', 'post-grunge', 'punk blues', 'rock']"
The Violinaires,28,"['gospel singers', 'praise']"
The Virginia Boys,33,['bluegrass gospel']
The Virgins,47,['dance-punk']
The Virus and Antidote,56,"['dark trap', 'emo rap', 'phonk']"
The Viscounts,27,[]
The Vocal Majority,9,[]
The Vogues,31.5714285714,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll', 'sunshine pop']"
The Voices Of Walter Schumann,0,[]
The Voidz,56,['modern alternative rock']
The Von Bondies,53,"['dance-punk', 'garage rock', 'punk blues']"
The Wailers,35.6111111111,['reggae']
The Wailin' Jennys,41.75,"['folk', 'lilith', 'manitoba indie', 'new americana', 'progressive bluegrass']"
The Waitresses,34.3333333333,['new wave pop']
The Walker Brothers,40.4285714286,"['brill building pop', 'british invasion', 'bubblegum pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
The Walkmen,49,"['alternative rock', 'dance-punk', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'stomp and holler']"
The Wallflowers,47.625,"['alternative rock', 'mellow gold', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
The Walters,57.6,"['chicago indie', 'indie garage rock', 'indie pop']"
The Wampus Cats,0,[]
The Wannadies,44,"['swedish alternative rock', 'swedish indie rock']"
The Wanted,53.375,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']"
The War On Drugs,62,"['indie rock', 'modern rock', 'philly indie']"
The Warren Barker Orchestra,10,[]
The Waterboys,48.4615384615,"['art rock', 'celtic rock', 'dance rock', 'new wave pop', 'rock', 'scottish new wave', 'scottish rock']"
The Watson Twins,40,[]
The Waylors,17,[]
The Weakerthans,43.2,"['canadian indie', 'emo', 'folk punk', 'indie pop', 'indie rock', 'manitoba indie']"
The Weather Girls,53.75,"['disco', 'hi-nrg']"
The Weather Station,61,"['canadian folk', 'canadian indie', 'indie folk', 'modern folk rock']"
The Wedding Present,40.5,"['alternative pop', 'alternative rock', 'britpop', 'c86', 'garage psych', 'lo-fi', 'new wave']"
The Weeknd,63.0204081633,"['canadian contemporary r&b', 'canadian pop', 'pop']"
The Weeks,43,['mississippi indie']
The Weepies,51.5,"['acoustic pop', 'folk', 'indie folk', 'indie pop', 'lilith', 'neo mellow']"
The Weirdos,38,"['early us punk', 'hardcore punk', 'punk']"
The West Coast Pop Art Experimental Band,28.55,"['classic garage rock', 'experimental', 'folk rock', 'freakbeat', 'psychedelic rock']"
The Whispers,30.0862068966,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'rock steady', 'soul', 'urban contemporary']"
The White Buffalo,53.5,['new americana']
The White Noise,54,['sleep']
The White Noise Zen & Meditation Sound Lab,66,['sleep']
The White Stripes,43.6530612245,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
The White Tie Affair,42,"['alternative pop rock', 'electropowerpop', 'neon pop punk', 'pixie', 'pop emo']"
The Whites,47,"['alternative dance', 'dance-punk', 'electronica', 'indie pop', 'indietronica', 'modern rock', 'new rave']"
The Whitest Boy Alive,52,"['alternative dance', 'dance-punk', 'electronica', 'indie pop', 'indietronica', 'modern rock', 'new rave']"
The Who,29.7683397683,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock']"
The Whole Darn Family,31,['rare groove']
The Whole Wheat Horns,20,[]
The Why Store,36,[]
The Wiggles,41.25,"[""australian children's music"", ""children's music""]"
The Wilburn Brothers,8,['traditional country']
The Wild Tchoupitoulas,28,"['native american', 'new orleans funk', 'second line']"
The Wilkinsons,36,"['canadian country', 'country']"
The Williams Brothers,34,"['contemporary gospel', 'gospel']"
The Winans,36.3333333333,['gospel']
The Winstons,37,[]
The Wipers,36,[]
The Witnesses,51,['lounge']
The Wolverines,6.1,[]
The Wombats,51.5714285714,"['indie pop', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']"
The Wonder Stuff,47,['britpop']
The Wonder Years,47,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']"
The Wonderland Jazz Band,9.6666666667,[]
The Wonders,41.25,['beatlesque']
The Wood Brothers,58.3333333333,"['blues rock', 'deep new americana', 'funk', 'jam band', 'modern blues', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']"
The Woolies,31,['classic garage rock']
The Word Alive,59,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo', 'trancecore']"
The World,46,"['boy band', 'electro', 'freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'urban contemporary']"
The World's Famous Supreme Team,29,[]
The Worship Initiative,55,"['anthem worship', 'ccm', 'roots worship', 'world worship']"
The Wreckage,53,[]
The Wreckers,49.5,"['candy pop', 'country', 'country dawn']"
The Wrecks,59,"['indie pop', 'la indie', 'modern alternative rock', 'modern rock']"
The Yardbirds,27.4047619048,"['album rock', 'art rock', 'blues rock', 'british blues', 'british invasion', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'symphonic rock']"
The Yellow Balloon,17,['sunshine pop']
The Yogscast,56,"['antiviral pop', 'comic']"
The Young Professionals,52,['electropop']
The Young Rascals,28.3157894737,"['brill building pop', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']"
The Youngbloods,29.8333333333,"['classic rock', 'country rock', 'folk rock', 'psychedelic rock', 'traditional folk']"
The Zeros,35,"['indie folk', 'indie pop', 'la indie', 'modern rock', 'stomp and holler']"
The Ziggens,36,"['cowpunk', 'reggae rock']"
The Zodiacs,45,['doo-wop']
The Zombies,40.8333333333,"['art rock', 'baroque pop', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']"
The Zutons,42,['english indie rock']
The dB's,27.2,"['gbvfi', 'jangle pop', 'paisley underground', 'power pop', 'pub rock', 'roots rock', 'underground power pop']"
The little Orchestra Society,0,[]
The xx,50.7333333333,"['downtempo', 'dream pop', 'indietronica']"
The-Dream,54.6666666667,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
TheDooo,59,[]
TheFatRat,62.9,['gaming edm']
TheOdd1sOut,63,[]
Thee Midniters,40,['classic soul']
Thee Oh Sees,51,"['alternative rock', 'australian garage punk', 'bay area indie', 'dance-punk', 'freak folk', 'garage pop', 'garage psych', 'garage rock', 'indie garage rock', 'indie rock', 'neo-psychedelic', 'noise pop', 'nu gaze', 'psychedelic punk', 'punk blues']"
Thekla Lazaridou,0,[]
Thelma Carpenter,15.1428571429,[]
Thelma Houston,34.8888888889,"['disco', 'diva house', 'motown', 'post-disco']"
Thelma Oliver,22.3333333333,[]
Thelonious Monk,18.4867617108,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano', 'vocal jazz']"
Thelonious Monk Orchestra,12.25,[]
Thelonious Monk Quartet,11.7948717949,"['bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz quartet', 'stride']"
Thelonious Monk Quintet,10.4615384615,['jazz']
Thelonious Monk Septet,18.4516129032,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz']"
Thelonious Monk Trio,11.1,"['jazz', 'jazz trio']"
Them,28.1923076923,"['australian metalcore', 'brutal deathcore', 'deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore']"
Them Crooked Vultures,52.3333333333,"['alternative metal', 'alternative rock', 'blues rock', 'modern alternative rock', 'modern rock', 'post-grunge', 'punk blues', 'rock', 'stoner rock', 'supergroup']"
Them Two,39,['traditional soul']
Theo Adam,0,[]
Theo Knobel,0,[]
Theo Lingen,0,['vintage schlager']
Theodis Ealey,42,"['southern soul', 'southern soul blues']"
Theodor Berger,0,['austro-german modernism']
Theodor Scheidl,0,[]
Theodora Morse,0,[]
Theodore Bikel,5.9545454545,"['klezmer', 'russian folk']"
Theodore Kuchar,48,[]
Theodoros Greveniotis,0,[]
Theory of a Deadman,51.3181818182,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'wrestling']"
Theoxaris Pantidis,0,[]
Therapy?,38,['sleep']
There For Tomorrow,53,"['neon pop punk', 'pop emo']"
Theresa Merritt,31.3333333333,[]
Theresa Rex,77,['scandipop']
They Might Be Giants,34.4347826087,"['comic', 'geek rock', 'permanent wave', 'zolo']"
Thierry De Brunhoff,0,[]
Thievery Corporation,45.0769230769,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']"
Thieving Birds,46,"['red dirt', 'texas country']"
Thin Lizzy,30.1161290323,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'irish rock', 'metal', 'rock']"
Third Day,41.6,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Third Eye,44,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
Third Eye Blind,46.7,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
Third World,36.3076923077,"['dub', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']"
Thirteen Senses,43,"['cornwall indie', 'piano rock']"
Thirty Seconds To Mars,54.125,"['modern rock', 'post-grunge', 'rock']"
Thiruchi Loganathan,0,[]
Thiruvananthapuram V Lakshmi,0,[]
This Mortal Coil,37.625,"['art pop', 'art rock', 'dark wave', 'dream pop', 'ethereal wave', 'gothic rock', 'melancholia', 'new wave', 'post-punk']"
This Providence,46,"['dreamo', 'neon pop punk', 'pop emo', 'pop punk']"
This Will Destroy You,47.3333333333,"['american post-rock', 'compositional ambient', 'drone metal', 'instrumental post-rock', 'post-rock']"
Thom Yorke,54.2,"['art pop', 'electronica', 'glitch pop', 'indie rock', 'modern rock', 'oxford indie']"
Thomanerchor Leipzig,0,"[""children's choir"", 'german choir']"
Thomas & Friends,52,"[""british children's music"", 'cartoon', ""preschool children's music""]"
Thomas Arne,0,['galante era']
Thomas Becket,5,[]
Thomas Bergersen,58.2,"['epicore', 'soundtrack', 'video game music']"
Thomas Doherty,66.6666666667,['disney']
Thomas Dolby,40,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'steampunk', 'synthpop', 'zolo']"
Thomas Faragher,31,[]
Thomas Hallsten Paine,0,[]
Thomas Hastings,16,[]
Thomas Hemsley,0,['classical baritone']
Thomas Koschat,14,[]
Thomas Moore,0,[]
Thomas Morley,0,"['classical', 'early music', 'english renaissance', 'renaissance']"
Thomas Newman,45.3695652174,"['scorecore', 'soundtrack']"
Thomas Reid,64,['emo rap']
Thomas Rhett,61.5285714286,"['contemporary country', 'country', 'country road', 'modern country rock']"
Thomas Sanders,57,"['indie pop', 'otacore', 'show tunes']"
Thomas Scherman,0,[]
Thomas Schippers,8.5833333333,['opera']
Thomas Tallis,31,"['anglican liturgy', 'classical', 'early music', 'english renaissance', 'renaissance']"
Thomas Wayne,19,[]
Thomas Z. Shepard,0,[]
Thomasine Robinson,66,['calming instrumental']
Thompson Square,52.6666666667,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']"
Thompson Twins,37.8823529412,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
Thornton Lofthouse,17.6666666667,[]
Thoroughly Modern Millie Ensemble,43,[]
Thousand Foot Krutch,53.5625,"['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
Threat,36,"['dc hardcore', 'hardcore punk', 'post-hardcore', 'punk', 'straight edge']"
Three 6 Mafia,41.202247191,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Three Belles,0,[]
Three Bells,0,[]
Three Days Grace,54.4561403509,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']"
Three Dog Night,30.5507246377,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
Three Legged Fox,46,['reggae rock']
Three Plus,42.4,"['atl hip hop', 'dirty south rap', 'southern hip hop']"
Three Times Dope,32.5,"['electro', 'old school hip hop', 'philly rap']"
"Three male Ibo drummers, ogan player",0,[]
Three male Vodoun drummers,0,[]
Three male drummers,0,[]
"Three reed-instrument players, drummer, cymbals",0,[]
Thrice,47.5,"['post-hardcore', 'screamo']"
Thriving Ivory,50,"['neo mellow', 'piano rock', 'pop rock']"
Throbbing Gristle,24,"['art rock', 'british experimental', 'british industrial', 'dance rock', 'experimental', 'experimental rock', 'industrial', 'industrial rock', 'laboratorio', 'post-punk', 'uk post-punk']"
Throttle,60,[]
Throwing Muses,38,"['alternative pop', 'alternative rock', 'boston rock', 'britpop', 'dream pop', 'lilith', 'rhode island indie', 'riot grrrl']"
Thug Life,44.1538461538,"['gangster rap', 'hardcore hip hop', 'hip hop', 'rap']"
Thunder,46.5,"['afrofuturism', 'hip hop', 'indie soul']"
Thunder Storm,58,"['environmental', 'sleep']"
Thunderbound Productions,63,[]
Thundercat,60.4615384615,"['afrofuturism', 'hip hop', 'indie soul']"
Thunderclap Newman,56,"['classic uk pop', 'folk rock']"
Thunderstorm,56.75,"['environmental', 'water']"
Thunderstorm Sleep,58,"['environmental', 'sleep']"
Thunderstorm Sound Bank,70.6666666667,"['environmental', 'water']"
Thunderstorms,58.6,"['environmental', 'sleep']"
Thurl Ravenscroft,36.8888888889,['movie tunes']
Thursday,44,"['dreamo', 'emo', 'new jersey hardcore', 'pop punk', 'post-hardcore', 'screamo']"
Thurston Harris,51,"['doo-wop', 'rock-and-roll']"
Thutmose,64.4,['underground hip hop']
Thy Art Is Murder,55,"['australian metal', 'australian metalcore', 'deathcore', 'melodic metalcore', 'metalcore']"
Thérèse de Saint-Phalle,0,[]
Ti Yogan,0,['haitian traditional']
Tia,62,['ottawa rap']
Tia Blake,40.5,[]
Tia Carrere,40,[]
Tiagz,74,['ottawa rap']
Tiana Lemnitz,0,[]
Tiara Thomas,50,"['alternative r&b', 'deep pop r&b', 'indie r&b']"
Tiberio Y Sus Gatos Negros,50,['cumbia sonidera']
Tichina Arnold,36.9,[]
Tico-Alegre All Stars,32,[]
Tides Of Man,44,"['dreamo', 'progressive post-hardcore', 'tampa indie']"
Tierra Cali,48,"['banda', 'duranguense', 'grupera', 'norteno', 'regional mexican']"
Tierra Whack,68.5714285714,"['alternative r&b', 'escape room']"
Tiffany,47.7692307692,"['new wave pop', 'soft rock']"
Tiffany Evans,46,"['deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']"
Tift Merritt,53,"['alternative country', 'ectofolk', 'folk', 'lilith', 'new americana', 'outlaw country', 'singer-songwriter']"
Tiger Army,43,"['horror punk', 'psychobilly', 'punk']"
Tigers Jaw,46.6666666667,"['alternative emo', 'anthem emo', 'emo', 'indie punk', 'pop punk']"
Tigger,45,[]
Tight Fit,57,[]
Tijuana No!,45.5,"['latin alternative', 'mexican rock', 'rock en espanol', 'rock urbano mexicano', 'ska mexicano']"
Tijuana Panthers,48,"['garage pop', 'indie garage rock', 'indie surf']"
Tikkle Me,47,"['swedish electropop', 'swedish synthpop']"
Tiko,74,[]
Till Hagen,15.5,[]
Tilla Briem,0,[]
Tim Armstrong,45,"['punk', 'ska', 'ska punk', 'skate punk']"
Tim Berg,54,"['big room', 'edm', 'progressive electro house']"
Tim Blake Nelson,49,[]
Tim Bowman,43,['smooth jazz']
Tim Buckley,36.85,"['art pop', 'art rock', 'cosmic american', 'country rock', 'experimental', 'folk', 'folk rock', 'psychedelic folk', 'psychedelic rock', 'roots rock', 'singer-songwriter', 'traditional folk']"
Tim Cappello,48,[]
Tim Curry,43.6,['hollywood']
Tim Dog,36,"['bronx hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop']"
Tim Friese-Greene,46,[]
Tim Hardin,33.5714285714,"['country rock', 'folk', 'folk rock', 'roots rock', 'traditional folk']"
Tim Hecker,44,"['ambient', 'art pop', 'canadian experimental', 'compositional ambient', 'drift', 'drone', 'dub techno', 'electronica', 'experimental', 'fourth world', 'freak folk', 'intelligent dance music', 'microhouse', 'warm drone']"
Tim Hudson,37,[]
Tim Hugh,50,[]
Tim Hughes,53,[]
Tim Legend,53,[]
Tim Maia,53.1428571429,"['bossa nova', 'brazilian boogie', 'brazilian soul', 'mpb', 'pagode', 'samba']"
Tim McGraw,51.6785714286,"['contemporary country', 'country', 'country road']"
Tim O'Brien,46.3333333333,"['bluegrass', 'folk', 'mandolin', 'old-time', 'progressive bluegrass', 'traditional folk']"
Tim Reynolds,38,[]
Tim Weisberg,27.75,[]
Tim Wheater,45.5,"['healing', 'meditation', 'new age']"
Tim Wilson,39,['comedy']
Timan Family Choir,56,[]
Timbaland,55,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'urban contemporary']"
Timber Timbre,40,"['freak folk', 'new weird america', 'stomp and holler', 'toronto indie']"
Timbiriche,55.2857142857,"['grupera', 'latin', 'latin pop', 'mexican pop', 'rock en espanol']"
Timbuk 3,44,[]
Timeflies,58.4,"['dance pop', 'indie pop rap', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'tropical house']"
Timi Yuro,32.7142857143,"['adult standards', 'brill building pop']"
Timmies,64.4285714286,['lo-fi beats']
Timmy,33.6666666667,"['australian dance', 'catstep', 'edm', 'melbourne bounce', 'melbourne bounce international']"
